2017/11/27,敦化國小,11.0,10.0,9.0,10.0,11.0,10.0,16.0,13.0,15.0,16.0,16.0,14.0,12.0,10.0, ,9.0,5.0, ,4.0, ,3.0,3.0,2.0,2.0
2017/11/28,敦化國小, ,3.0,5.0,5.0, ,6.0,6.0,5.0, ,4.0,5.0, ,3.0,2.0,2.0, , , , , ,1.0,1.0, ,4.0
2017/11/29,敦化國小,4.0, ,5.0,8.0,9.0,8.0, ,55.0, ,56.0,52.0,64.0,55.0,52.0, , , , , ,5.0,1.0,2.0,3.0,2.0
2017/11/30,敦化國小,5.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0, , , ,12.0,14.0,15.0,14.0,11.0
2017/12/01,敦化國小,12.0,14.0,16.0, , , , , , , , , , , , , , , , ,14.0, ,15.0,15.0,15.0
2017/12/02,敦化國小,22.0,10.0,11.0,6.0, , ,10.0,7.0,13.0,13.0,16.0,16.0,21.0,15.0,4.0,5.0,5.0,4.0,4.0, ,5.0,6.0,9.0,11.0
2017/12/03,敦化國小,14.0,10.0,5.0,5.0,8.0,12.0,8.0, ,15.0,14.0,15.0,14.0,21.0,12.0,9.0,6.0, ,14.0,15.0, ,20.0,19.0,21.0,22.0
2017/12/04,敦化國小,28.0,25.0,20.0,22.0,22.0,23.0,39.0,43.0,54.0,57.0,41.0,36.0,40.0,34.0,36.0,41.0,38.0, , , ,27.0,30.0,31.0,26.0
2017/12/05,敦化國小,31.0,30.0,33.0,34.0,32.0,34.0,33.0,28.0,28.0,26.0,28.0,40.0,37.0,31.0,27.0,22.0, ,14.0,14.0, ,14.0, , ,22.0
2017/12/06,敦化國小,16.0, ,16.0,15.0,15.0,15.0, , , ,22.0,23.0, ,26.0,23.0,22.0, ,21.0,15.0, ,15.0,17.0,15.0,11.0,14.0
2017/12/07,敦化國小,17.0,25.0,17.0,12.0,15.0,17.0,9.0,3.0,5.0,10.0, ,11.0,14.0,14.0,13.0,11.0,7.0,9.0, ,18.0,27.0,40.0,37.0,54.0
2017/12/08,敦化國小,46.0,55.0,57.0,58.0,48.0,37.0,16.0,18.0,13.0, ,23.0, , , , , , , , ,22.0,20.0,23.0,20.0,21.0
2017/12/09,敦化國小,22.0,32.0,26.0,24.0,22.0,18.0,16.0,17.0,20.0, ,21.0,22.0, ,20.0,20.0,17.0,17.0, ,15.0, , , ,11.0, 
2017/12/10,敦化國小, ,25.0,31.0,43.0,40.0,42.0, ,38.0,40.0,40.0,42.0,44.0,44.0,40.0,34.0,30.0,32.0,34.0,35.0,34.0,34.0,31.0,30.0,35.0
2017/12/11,敦化國小,36.0,40.0, ,44.0,40.0, ,40.0,42.0,30.0,25.0,31.0,31.0,26.0,16.0, , , , , ,10.0,13.0,14.0,13.0,16.0
2017/12/12,敦化國小,24.0,23.0, ,16.0,21.0,20.0,16.0,15.0,16.0,20.0,23.0,19.0,15.0,16.0,15.0,11.0,11.0,7.0,9.0,5.0,6.0,6.0,10.0,7.0
2017/12/13,敦化國小, ,6.0,7.0,11.0,10.0,9.0,11.0,10.0, , , , , , , , , , , ,11.0,9.0,10.0,10.0,13.0
2017/12/14,敦化國小,10.0,9.0,11.0,15.0,20.0,17.0,22.0,24.0,22.0,24.0,26.0, ,27.0,19.0,16.0,10.0,7.0,7.0, ,10.0,9.0,7.0,4.0,4.0
2017/12/15,敦化國小,6.0,5.0,6.0,5.0,5.0,8.0,8.0,11.0,13.0,12.0,13.0,14.0,15.0,12.0,13.0,14.0, ,9.0,13.0,17.0,22.0,17.0,24.0,4.0
2017/12/16,敦化國小,4.0,4.0, , ,3.0,4.0,4.0, ,2.0,5.0,5.0,12.0,32.0,43.0,35.0,38.0,38.0,34.0, ,28.0,29.0, ,27.0,23.0
2017/12/17,敦化國小,32.0,27.0,29.0, ,25.0,28.0, , , , , , , , , , , , , ,11.0,7.0,9.0,9.0,13.0
2017/12/18,敦化國小,14.0,16.0,23.0,21.0,15.0, , ,15.0,17.0,17.0,25.0, ,22.0,21.0, ,15.0,16.0,14.0,10.0,12.0,7.0,13.0,14.0,16.0
2017/12/19,敦化國小,16.0,24.0,32.0,35.0,39.0,42.0,44.0,45.0,44.0,44.0,44.0,44.0, ,32.0, ,39.0,36.0,28.0,26.0,26.0,24.0,18.0,17.0, 
2017/12/20,敦化國小,15.0, ,7.0,6.0, ,6.0,11.0,10.0, ,9.0,9.0,6.0,10.0,6.0,4.0, ,4.0,4.0,4.0,6.0, ,10.0,11.0,13.0
2017/12/21,敦化國小,17.0,16.0, ,22.0,21.0,22.0, ,24.0, ,28.0,31.0,23.0, ,28.0,26.0,25.0, , , ,23.0,23.0,25.0,27.0,31.0
2017/12/22,敦化國小,33.0,27.0,25.0, , , ,17.0, , , , , , , , , , , , ,17.0,19.0, ,23.0,23.0
2017/12/23,敦化國小,31.0,23.0,18.0,15.0,14.0,14.0, ,14.0,14.0,16.0,19.0,16.0,45.0,85.0,82.0,76.0,59.0,50.0,52.0,50.0,52.0,50.0,76.0,72.0
2017/12/24,敦化國小,62.0,57.0,52.0,50.0,39.0,33.0, , , ,36.0, ,37.0,40.0,51.0,53.0,62.0,55.0,51.0,52.0,48.0, ,48.0, ,48.0
2017/12/25,敦化國小, ,52.0, , , ,43.0,45.0, ,46.0,49.0, ,51.0, ,45.0,42.0,42.0,38.0,41.0,39.0,40.0,41.0,39.0,39.0,31.0
2017/12/26,敦化國小, ,25.0,27.0,25.0,29.0,24.0,23.0,21.0,23.0,22.0,23.0,22.0,17.0,16.0,15.0,13.0,13.0,7.0,9.0,9.0,12.0,11.0,20.0,19.0
2017/12/27,敦化國小,17.0,19.0,19.0,17.0,20.0,19.0,20.0,22.0,22.0, ,21.0,25.0,20.0, ,19.0,22.0,22.0,19.0,20.0,22.0,16.0,19.0,17.0,24.0
2017/12/28,敦化國小,24.0,23.0,21.0,21.0,18.0,20.0,20.0,16.0, ,21.0,23.0, , ,19.0, ,19.0,15.0,17.0, ,14.0,12.0,14.0,13.0,29.0
2017/12/29,敦化國小,17.0,27.0,15.0,20.0,24.0,25.0,22.0,15.0,10.0,10.0, , , , , , , , , , , , , , 
2017/12/30,敦化國小
2017/12/31,敦化國小
