2017/09/07,健康國小, , , , , , , , , , , , , , , , , , ,22.0,22.0,22.0,19.0,22.0,28.0
2017/09/08,健康國小,28.0,29.0,31.0,31.0,30.0,33.0,28.0,30.0,38.0,37.0,35.0,28.0,26.0,21.0,20.0,27.0,27.0,27.0,27.0,27.0,26.0,26.0,25.0,27.0
2017/09/09,健康國小,26.0,21.0, ,19.0,18.0,18.0,22.0,22.0,27.0,28.0,28.0,28.0,26.0,26.0, ,26.0,27.0,27.0,26.0,22.0,22.0,21.0,22.0,20.0
2017/09/10,健康國小,20.0,26.0,27.0,33.0,30.0,27.0,29.0,32.0,30.0, , , , , , , , , , , , , , ,21.0
2017/09/11,健康國小,23.0,29.0,26.0,31.0,34.0,33.0,21.0,19.0,14.0,17.0,27.0,24.0,23.0,25.0,22.0,27.0,26.0, ,26.0,20.0,19.0,18.0,16.0,8.0
2017/09/12,健康國小,7.0,10.0,13.0,12.0,17.0,17.0,14.0,9.0,12.0, ,20.0,22.0,25.0, ,19.0, ,18.0, ,21.0,16.0,14.0,14.0,13.0,21.0
2017/09/13,健康國小,18.0,25.0,27.0,25.0,23.0,28.0,23.0,31.0,26.0,28.0,23.0,21.0, ,19.0,20.0, ,19.0,15.0,14.0,14.0,15.0,13.0,15.0,23.0
2017/09/14,健康國小,28.0,30.0,27.0,30.0,29.0,22.0,21.0,20.0,16.0,21.0,19.0,19.0,21.0,21.0,19.0,18.0,19.0,19.0,16.0,16.0, ,16.0,13.0,20.0
2017/09/15,健康國小,20.0,21.0,23.0,20.0,20.0,19.0,21.0,18.0,12.0,26.0,29.0,28.0,26.0,21.0,23.0,26.0,27.0,27.0,29.0,31.0,33.0,32.0,34.0,30.0
2017/09/16,健康國小,28.0,19.0,18.0,13.0,15.0,14.0,12.0,9.0,12.0,14.0,14.0,15.0,19.0,19.0,17.0,19.0,19.0,19.0,21.0,20.0,22.0,26.0,27.0,24.0
2017/09/17,健康國小,29.0,32.0,30.0,30.0,36.0,35.0,37.0,37.0,38.0,39.0,39.0,39.0,35.0,35.0,33.0,32.0,33.0,34.0,33.0,32.0,33.0,29.0,27.0,27.0
2017/09/18,健康國小,28.0,32.0,28.0,29.0,28.0,27.0,26.0,26.0,27.0,25.0,31.0,26.0,26.0,27.0, ,26.0,22.0,24.0,24.0,24.0,23.0,26.0,27.0,28.0
2017/09/19,健康國小,34.0,40.0,42.0,38.0,37.0,35.0,34.0,30.0,29.0,28.0,28.0,28.0,28.0,25.0,27.0,27.0,26.0,27.0,28.0,25.0,26.0,23.0,25.0,31.0
2017/09/20,健康國小,41.0,45.0,44.0,43.0,58.0,50.0,45.0,55.0,48.0,42.0,43.0,42.0,38.0,35.0,33.0,31.0,31.0,32.0,30.0,26.0,22.0,22.0, ,34.0
2017/09/21,健康國小,35.0,41.0,55.0,54.0,53.0,42.0,37.0,47.0,43.0,42.0,36.0,34.0,35.0,34.0,32.0,31.0,32.0,33.0,33.0,35.0,33.0,34.0,35.0,40.0
2017/09/22,健康國小,45.0,48.0,59.0,57.0,50.0,67.0,56.0,53.0,61.0,42.0,29.0,23.0,18.0,18.0,13.0,19.0,16.0,14.0,13.0,12.0,12.0,11.0,11.0,9.0
2017/09/23,健康國小,8.0,6.0,5.0,6.0,8.0,7.0,9.0,10.0,16.0,16.0,16.0,17.0,14.0,17.0,16.0,13.0,12.0,9.0,10.0,11.0,12.0,12.0,16.0,17.0
2017/09/24,健康國小,18.0,31.0,33.0,38.0,40.0,40.0,38.0,42.0,43.0,38.0,35.0,31.0,37.0,30.0,28.0,26.0,26.0,27.0,25.0,25.0,21.0,22.0,19.0,28.0
